group	accession	genotype	sequence_length	protein	start	end	strand	source
GI	MH218723	GI.3	7778	VPg	2651	3082	+	orf1_relative
GI	MH218723	GI.3	7778	3CLpro	3083	3676	+	orf1_relative
GI	MH218723	GI.3	7778	RdRp	4624	5386	+	inferred_from_region_blast
GI	MK073887	GI.3	7691	VP1	5388	7022	+	genbank
GI	MK073887	GI.3	7691	VP2	7022	7669	+	genbank
GI	MK073887	GI.3	7691	ORF1	89	5404	+	genbank
GI	MK073887	GI.3	7691	p48	89	1470	+	orf1_relative
GI	MK073887	GI.3	7691	NTPase	1471	2268	+	orf1_relative
GI	MK073887	GI.3	7691	p22	2269	2693	+	orf1_relative
GI	MK073887	GI.3	7691	VPg	2694	3118	+	orf1_relative
GI	MK073887	GI.3	7691	3CLpro	3119	3703	+	orf1_relative
GI	MK073887	GI.3	7691	RdRp	4624	5386	+	inferred_from_region_blast
GI	MK073892	GI.3	7692	VP1	5390	7024	+	genbank
GI	MK073892	GI.3	7692	VP2	7024	7671	+	genbank
GI	MK073892	GI.3	7692	ORF1	91	5406	+	genbank
GI	MK073892	GI.3	7692	p48	91	1472	+	orf1_relative
GI	MK073892	GI.3	7692	NTPase	1473	2270	+	orf1_relative
GI	MK073892	GI.3	7692	p22	2271	2695	+	orf1_relative
GI	MK073892	GI.3	7692	VPg	2696	3120	+	orf1_relative
GI	MK073892	GI.3	7692	3CLpro	3121	3705	+	orf1_relative
GI	MK073892	GI.3	7692	RdRp	4626	5388	+	inferred_from_region_blast
GI	MK073893	GI.3	7678	VP1	5381	7015	+	genbank
GI	MK073893	GI.3	7678	VP2	7015	7662	+	genbank
GI	MK073893	GI.3	7678	ORF1	82	5397	+	genbank
GI	MK073893	GI.3	7678	p48	82	1463	+	orf1_relative
GI	MK073893	GI.3	7678	NTPase	1464	2261	+	orf1_relative
GI	MK073893	GI.3	7678	p22	2262	2686	+	orf1_relative
GI	MK073893	GI.3	7678	VPg	2687	3111	+	orf1_relative
GI	MK073893	GI.3	7678	3CLpro	3112	3696	+	orf1_relative
GI	MK073893	GI.3	7678	RdRp	4617	5379	+	inferred_from_region_blast
GI	MT008455	GI.3	7605	VP1	5300	6934	+	genbank
GI	MT008455	GI.3	7605	VP2	6934	7581	+	genbank
GI	MT008455	GI.3	7605	ORF1	1	5316	+	genbank
GI	MT008455	GI.3	7605	p48	1	1382	+	orf1_relative
GI	MT008455	GI.3	7605	NTPase	1383	2180	+	orf1_relative
GI	MT008455	GI.3	7605	p22	2181	2605	+	orf1_relative
GI	MT008455	GI.3	7605	VPg	2606	3030	+	orf1_relative
GI	MT008455	GI.3	7605	3CLpro	3031	3615	+	orf1_relative
GI	MT008455	GI.3	7605	RdRp	4536	5298	+	inferred_from_region_blast
GI	MT008456	GI.3	7581	VP1	5300	6934	+	genbank
GI	MT008456	GI.3	7581	VP2	6934	7581	+	genbank
GI	MT008456	GI.3	7581	ORF1	1	5316	+	genbank
GI	MT008456	GI.3	7581	p48	1	1382	+	orf1_relative
GI	MT008456	GI.3	7581	NTPase	1383	2180	+	orf1_relative
GI	MT008456	GI.3	7581	p22	2181	2605	+	orf1_relative
GI	MT008456	GI.3	7581	VPg	2606	3030	+	orf1_relative
GI	MT008456	GI.3	7581	3CLpro	3031	3615	+	orf1_relative
GI	MT008456	GI.3	7581	RdRp	4536	5298	+	inferred_from_region_blast
GI	MT008457	GI.3	7573	VP1	5294	6928	+	genbank
GI	MT008457	GI.3	7573	VP2	6928	7572	+	genbank
GI	MT008457	GI.3	7573	ORF1	1	5310	+	genbank
GI	MT008457	GI.3	7573	p48	1	1381	+	orf1_relative
GI	MT008457	GI.3	7573	NTPase	1382	2177	+	orf1_relative
GI	MT008457	GI.3	7573	p22	2178	2602	+	orf1_relative
GI	MT008457	GI.3	7573	VPg	2603	3027	+	orf1_relative
GI	MT008457	GI.3	7573	3CLpro	3028	3611	+	orf1_relative
GI	MT008457	GI.3	7573	RdRp	4530	5292	+	inferred_from_region_blast
GI	MT008459	GI.7	7660	VP1	5372	6991	+	genbank
GI	MT008459	GI.7	7660	VP2	6991	7638	+	genbank
GI	MT008459	GI.7	7660	ORF1	85	5388	+	genbank
GI	MT008459	GI.7	7660	p48	85	1463	+	orf1_relative
GI	MT008459	GI.7	7660	NTPase	1464	2259	+	orf1_relative
GI	MT008459	GI.7	7660	p22	2260	2683	+	orf1_relative
GI	MT008459	GI.7	7660	VPg	2684	3107	+	orf1_relative
GI	MT008459	GI.7	7660	3CLpro	3108	3691	+	orf1_relative
GI	MT008459	GI.7	7660	RdRp	4609	5370	+	inferred_from_region_blast
GI	MT031988	GI.3	7776	VP1	5388	7025	+	genbank
GI	MT031988	GI.3	7776	VP2	7025	7672	+	genbank
GI	MT031988	GI.3	7776	ORF1	5	5404	+	genbank
GI	MT031988	GI.3	7776	p48	5	1408	+	orf1_relative
GI	MT031988	GI.3	7776	NTPase	1409	2218	+	orf1_relative
GI	MT031988	GI.3	7776	p22	2219	2650	+	orf1_relative
GI	MT031988	GI.3	7776	VPg	2651	3082	+	orf1_relative
GI	MT031988	GI.3	7776	3CLpro	3083	3676	+	orf1_relative
GI	MT031988	GI.3	7776	RdRp	4624	5386	+	inferred_from_region_blast
GI	MT089578	GI.3	7704	VP1	5377	7014	+	genbank
GI	MT089578	GI.3	7704	VP2	7014	7661	+	genbank
GI	MT089578	GI.3	7704	ORF1	1	5393	+	genbank
GI	MT089578	GI.3	7704	p48	1	1402	+	orf1_relative
GI	MT089578	GI.3	7704	NTPase	1403	2211	+	orf1_relative
GI	MT089578	GI.3	7704	p22	2212	2643	+	orf1_relative
GI	MT089578	GI.3	7704	VPg	2644	3074	+	orf1_relative
GI	MT089578	GI.3	7704	3CLpro	3075	3667	+	orf1_relative
GI	MT089578	GI.3	7704	RdRp	4613	5375	+	inferred_from_region_blast
GI	MT089579	GI.3	7762	VP1	5388	7025	+	genbank
GI	MT089579	GI.3	7762	VP2	7025	7672	+	genbank
GI	MT089579	GI.3	7762	ORF1	5	5404	+	genbank
GI	MT089579	GI.3	7762	p48	5	1408	+	orf1_relative
GI	MT089579	GI.3	7762	NTPase	1409	2218	+	orf1_relative
GI	MT089579	GI.3	7762	p22	2219	2650	+	orf1_relative
GI	MT089579	GI.3	7762	VPg	2651	3082	+	orf1_relative
GI	MT089579	GI.3	7762	3CLpro	3083	3676	+	orf1_relative
GI	MT089579	GI.3	7762	RdRp	4624	5386	+	inferred_from_region_blast
GI	MT089580	GI.3	7735	VP1	5378	7015	+	genbank
GI	MT089580	GI.3	7735	VP2	7015	7662	+	genbank
GI	MT089580	GI.3	7735	ORF1	1	5394	+	genbank
GI	MT089580	GI.3	7735	p48	1	1402	+	orf1_relative
GI	MT089580	GI.3	7735	NTPase	1403	2212	+	orf1_relative
GI	MT089580	GI.3	7735	p22	2213	2643	+	orf1_relative
GI	MT089580	GI.3	7735	VPg	2644	3075	+	orf1_relative
GI	MT089580	GI.3	7735	3CLpro	3076	3668	+	orf1_relative
GI	MT089580	GI.3	7735	RdRp	4614	5376	+	inferred_from_region_blast
GI	MT357897	GI.7	7658	VP1	5372	6991	+	genbank
GI	MT357897	GI.7	7658	VP2	6991	7638	+	genbank
GI	MT357897	GI.7	7658	ORF1	1	5388	+	genbank
GI	MT357897	GI.7	7658	p48	1	1401	+	orf1_relative
GI	MT357897	GI.7	7658	NTPase	1402	2209	+	orf1_relative
GI	MT357897	GI.7	7658	p22	2210	2640	+	orf1_relative
GI	MT357897	GI.7	7658	VPg	2641	3071	+	orf1_relative
GI	MT357897	GI.7	7658	3CLpro	3072	3664	+	orf1_relative
GI	MT357897	GI.7	7658	RdRp	4608	5370	+	inferred_from_region_blast
GI	MT357898	GI.7	7732	VP1	5381	7000	+	genbank
GI	MT357898	GI.7	7732	VP2	7000	7647	+	genbank
GI	MT357898	GI.7	7732	ORF1	1	5397	+	genbank
GI	MT357898	GI.7	7732	p48	1	1403	+	orf1_relative
GI	MT357898	GI.7	7732	NTPase	1404	2213	+	orf1_relative
GI	MT357898	GI.7	7732	p22	2214	2645	+	orf1_relative
GI	MT357898	GI.7	7732	VPg	2646	3076	+	orf1_relative
GI	MT357898	GI.7	7732	3CLpro	3077	3670	+	orf1_relative
GI	MT357898	GI.7	7732	RdRp	4617	5379	+	inferred_from_region_blast
GI	MT357899	GI.7	7664	VP1	5381	6997	+	genbank
GI	MT357899	GI.7	7664	VP2	6997	7644	+	genbank
GI	MT357899	GI.7	7664	ORF1	1	5397	+	genbank
GI	MT357899	GI.7	7664	p48	1	1403	+	orf1_relative
GI	MT357899	GI.7	7664	NTPase	1404	2213	+	orf1_relative
GI	MT357899	GI.7	7664	p22	2214	2645	+	orf1_relative
GI	MT357899	GI.7	7664	VPg	2646	3076	+	orf1_relative
GI	MT357899	GI.7	7664	3CLpro	3077	3670	+	orf1_relative
GI	MT357899	GI.7	7664	RdRp	4617	5379	+	inferred_from_region_blast
GI	MT357994	GI.7	7651	VP1	5385	7004	+	genbank
GI	MT357994	GI.7	7651	VP2	7004	7651	+	genbank
GI	MT357994	GI.7	7651	ORF1	5	5401	+	genbank
GI	MT357994	GI.7	7651	p48	5	1407	+	orf1_relative
GI	MT357994	GI.7	7651	NTPase	1408	2217	+	orf1_relative
GI	MT357994	GI.7	7651	p22	2218	2649	+	orf1_relative
GI	MT357994	GI.7	7651	VPg	2650	3080	+	orf1_relative
GI	MT357994	GI.7	7651	3CLpro	3081	3674	+	orf1_relative
GI	MT357994	GI.7	7651	RdRp	4621	5383	+	inferred_from_region_blast
GI	MT451991	GI.3	7668	VP1	5371	7005	+	genbank
GI	MT451991	GI.3	7668	VP2	7005	7652	+	genbank
GI	MT451991	GI.3	7668	ORF1	72	5387	+	genbank
GI	MT451991	GI.3	7668	p48	72	1453	+	orf1_relative
GI	MT451991	GI.3	7668	NTPase	1454	2251	+	orf1_relative
GI	MT451991	GI.3	7668	p22	2252	2676	+	orf1_relative
GI	MT451991	GI.3	7668	VPg	2677	3101	+	orf1_relative
GI	MT451991	GI.3	7668	3CLpro	3102	3686	+	orf1_relative
GI	MT451991	GI.3	7668	RdRp	4607	5369	+	inferred_from_region_blast
GI	MT526276	GI.3	7684	VP1	5384	7018	+	genbank
GI	MT526276	GI.3	7684	VP2	7018	7665	+	genbank
GI	MT526276	GI.3	7684	ORF1	1	5400	+	genbank
GI	MT526276	GI.3	7684	p48	1	1404	+	orf1_relative
GI	MT526276	GI.3	7684	NTPase	1405	2214	+	orf1_relative
GI	MT526276	GI.3	7684	p22	2215	2646	+	orf1_relative
GI	MT526276	GI.3	7684	VPg	2647	3078	+	orf1_relative
GI	MT526276	GI.3	7684	3CLpro	3079	3672	+	orf1_relative
GI	MT526276	GI.3	7684	RdRp	4620	5382	+	inferred_from_region_blast
GI	MT526277	GI.3	7680	VP1	5383	7017	+	genbank
GI	MT526277	GI.3	7680	VP2	7017	7664	+	genbank
GI	MT526277	GI.3	7680	ORF1	1	5399	+	genbank
GI	MT526277	GI.3	7680	p48	1	1404	+	orf1_relative
GI	MT526277	GI.3	7680	NTPase	1405	2214	+	orf1_relative
GI	MT526277	GI.3	7680	p22	2215	2646	+	orf1_relative
GI	MT526277	GI.3	7680	VPg	2647	3077	+	orf1_relative
GI	MT526277	GI.3	7680	3CLpro	3078	3671	+	orf1_relative
GI	MT526277	GI.3	7680	RdRp	4619	5381	+	inferred_from_region_blast
GI	MW445537	GI.3	7684	VP1	5383	7017	+	genbank
GI	MW445537	GI.3	7684	VP2	7017	7664	+	genbank
GI	MW445537	GI.3	7684	ORF1	1	5399	+	genbank
GI	MW445537	GI.3	7684	p48	1	1404	+	orf1_relative
GI	MW445537	GI.3	7684	NTPase	1405	2214	+	orf1_relative
GI	MW445537	GI.3	7684	p22	2215	2646	+	orf1_relative
GI	MW445537	GI.3	7684	VPg	2647	3077	+	orf1_relative
GI	MW445537	GI.3	7684	3CLpro	3078	3671	+	orf1_relative
GI	MW445537	GI.3	7684	RdRp	4619	5381	+	inferred_from_region_blast
GI	MZ462929	GI.3	7541	VP1	5238	6872	+	genbank
GI	MZ462929	GI.3	7541	VP2	6872	7519	+	genbank
GI	MZ462929	GI.3	7541	ORF1	1	5254	+	genbank
GI	MZ462929	GI.3	7541	p48	1	1366	+	orf1_relative
GI	MZ462929	GI.3	7541	NTPase	1367	2154	+	orf1_relative
GI	MZ462929	GI.3	7541	p22	2155	2574	+	orf1_relative
GI	MZ462929	GI.3	7541	VPg	2575	2995	+	orf1_relative
GI	MZ462929	GI.3	7541	3CLpro	2996	3573	+	orf1_relative
GI	MZ462929	GI.3	7541	RdRp	4474	5236	+	inferred_from_region_blast
GI	MZ462930	GI.3	7691	VP1	5388	7022	+	genbank
GI	MZ462930	GI.3	7691	VP2	7022	7669	+	genbank
GI	MZ462930	GI.3	7691	ORF1	1	5404	+	genbank
GI	MZ462930	GI.3	7691	p48	1	1405	+	orf1_relative
GI	MZ462930	GI.3	7691	NTPase	1406	2216	+	orf1_relative
GI	MZ462930	GI.3	7691	p22	2217	2648	+	orf1_relative
GI	MZ462930	GI.3	7691	VPg	2649	3080	+	orf1_relative
GI	MZ462930	GI.3	7691	3CLpro	3081	3675	+	orf1_relative
GI	MZ462930	GI.3	7691	RdRp	4624	5386	+	inferred_from_region_blast
GI	MZ462931	GI.3	7299	VP1	5064	6698	+	genbank
GI	MZ462931	GI.3	7299	VP2	6698	7299	+	genbank
GI	MZ462931	GI.3	7299	ORF1	1	5080	+	genbank
GI	MZ462931	GI.3	7299	p48	1	1321	+	orf1_relative
GI	MZ462931	GI.3	7299	NTPase	1322	2083	+	orf1_relative
GI	MZ462931	GI.3	7299	p22	2084	2489	+	orf1_relative
GI	MZ462931	GI.3	7299	VPg	2490	2896	+	orf1_relative
GI	MZ462931	GI.3	7299	3CLpro	2897	3454	+	orf1_relative
GI	MZ462931	GI.3	7299	RdRp	4724	5062	+	inferred_from_region_blast
GI	MZ462932	GI.3	7691	VP1	5388	7022	+	genbank
GI	MZ462932	GI.3	7691	VP2	7022	7669	+	genbank
GI	MZ462932	GI.3	7691	ORF1	1	5404	+	genbank
GI	MZ462932	GI.3	7691	p48	1	1405	+	orf1_relative
GI	MZ462932	GI.3	7691	NTPase	1406	2216	+	orf1_relative
GI	MZ462932	GI.3	7691	p22	2217	2648	+	orf1_relative
GI	MZ462932	GI.3	7691	VPg	2649	3080	+	orf1_relative
GI	MZ462932	GI.3	7691	3CLpro	3081	3675	+	orf1_relative
GI	MZ462932	GI.3	7691	RdRp	4624	5386	+	inferred_from_region_blast
GI	OP162334	GI.3	7667	VP1	5386	7020	+	genbank
GI	OP162334	GI.3	7667	VP2	7020	7667	+	genbank
GI	OP162334	GI.3	7667	ORF1	1	5402	+	genbank
GI	OP162334	GI.3	7667	p48	1	1405	+	orf1_relative
GI	OP162334	GI.3	7667	NTPase	1406	2215	+	orf1_relative
GI	OP162334	GI.3	7667	p22	2216	2647	+	orf1_relative
GI	OP162334	GI.3	7667	VPg	2648	3079	+	orf1_relative
GI	OP162334	GI.3	7667	3CLpro	3080	3673	+	orf1_relative
GI	OP162334	GI.3	7667	RdRp	4622	5384	+	inferred_from_region_blast
GI	OR065043	GI.7	7732	VP1	5381	7000	+	genbank
GI	OR065043	GI.7	7732	VP2	7000	7647	+	genbank
GI	OR065043	GI.7	7732	ORF1	1	5397	+	genbank
GI	OR065043	GI.7	7732	p48	1	1403	+	orf1_relative
GI	OR065043	GI.7	7732	NTPase	1404	2213	+	orf1_relative
GI	OR065043	GI.7	7732	p22	2214	2645	+	orf1_relative
GI	OR065043	GI.7	7732	VPg	2646	3076	+	orf1_relative
GI	OR065043	GI.7	7732	3CLpro	3077	3670	+	orf1_relative
GI	OR065043	GI.7	7732	RdRp	4617	5379	+	inferred_from_region_blast
GI	OR084254	GI.3	7731	VP1	5395	7029	+	genbank
GI	OR084254	GI.3	7731	VP2	7029	7676	+	genbank
GI	OR084254	GI.3	7731	ORF1	6	5411	+	genbank
GI	OR084254	GI.3	7731	p48	6	1411	+	orf1_relative
GI	OR084254	GI.3	7731	NTPase	1412	2221	+	orf1_relative
GI	OR084254	GI.3	7731	p22	2222	2654	+	orf1_relative
GI	OR084254	GI.3	7731	VPg	2655	3086	+	orf1_relative
GI	OR084254	GI.3	7731	3CLpro	3087	3681	+	orf1_relative
GI	OR084254	GI.3	7731	RdRp	4631	5393	+	inferred_from_region_blast
GI	OR084255	GI.3	7708	VP1	5368	7002	+	genbank
GI	OR084255	GI.3	7708	VP2	7002	7649	+	genbank
GI	OR084255	GI.3	7708	ORF1	1	5384	+	genbank
GI	OR084255	GI.3	7708	p48	1	1400	+	orf1_relative
GI	OR084255	GI.3	7708	NTPase	1401	2207	+	orf1_relative
GI	OR084255	GI.3	7708	p22	2208	2638	+	orf1_relative
GI	OR084255	GI.3	7708	VPg	2639	3069	+	orf1_relative
GI	OR084255	GI.3	7708	3CLpro	3070	3661	+	orf1_relative
GI	OR084255	GI.3	7708	RdRp	4604	5366	+	inferred_from_region_blast
GI	OR648469	GI.3	7659	VP1	5381	7015	+	genbank
GI	OR648469	GI.3	7659	VP2	7015	7659	+	genbank
GI	OR648469	GI.3	7659	ORF1	1	5397	+	genbank
GI	OR648469	GI.3	7659	p48	1	1403	+	orf1_relative
GI	OR648469	GI.3	7659	NTPase	1404	2213	+	orf1_relative
GI	OR648469	GI.3	7659	p22	2214	2645	+	orf1_relative
GI	OR648469	GI.3	7659	VPg	2646	3076	+	orf1_relative
GI	OR648469	GI.3	7659	3CLpro	3077	3670	+	orf1_relative
GI	OR648469	GI.3	7659	RdRp	4617	5379	+	inferred_from_region_blast
GI	OR792774	GI.3	7706	VP1	5394	7028	+	genbank
GI	OR792774	GI.3	7706	VP2	7028	7675	+	genbank
GI	OR792774	GI.3	7706	ORF1	5	5410	+	genbank
GI	OR792774	GI.3	7706	p48	5	1410	+	orf1_relative
GI	OR792774	GI.3	7706	NTPase	1411	2220	+	orf1_relative
GI	OR792774	GI.3	7706	p22	2221	2653	+	orf1_relative
GI	OR792774	GI.3	7706	VPg	2654	3085	+	orf1_relative
GI	OR792774	GI.3	7706	3CLpro	3086	3680	+	orf1_relative
GI	OR792774	GI.3	7706	RdRp	4630	5392	+	inferred_from_region_blast
GI	OR792775	GI.3	7665	VP1	5387	7021	+	genbank
GI	OR792775	GI.3	7665	VP2	7021	7665	+	genbank
GI	OR792775	GI.3	7665	ORF1	1	5403	+	genbank
GI	OR792775	GI.3	7665	p48	1	1405	+	orf1_relative
GI	OR792775	GI.3	7665	NTPase	1406	2215	+	orf1_relative
GI	OR792775	GI.3	7665	p22	2216	2647	+	orf1_relative
GI	OR792775	GI.3	7665	VPg	2648	3080	+	orf1_relative
GI	OR792775	GI.3	7665	3CLpro	3081	3674	+	orf1_relative
GI	OR792775	GI.3	7665	RdRp	4623	5385	+	inferred_from_region_blast
GI	PP564824	GI.3	7727	VP1	5394	7028	+	genbank
GI	PP564824	GI.3	7727	VP2	7028	7675	+	genbank
GI	PP564824	GI.3	7727	ORF1	2	5410	+	genbank
GI	PP564824	GI.3	7727	p48	2	1407	+	orf1_relative
GI	PP564824	GI.3	7727	NTPase	1408	2219	+	orf1_relative
GI	PP564824	GI.3	7727	p22	2220	2651	+	orf1_relative
GI	PP564824	GI.3	7727	VPg	2652	3084	+	orf1_relative
GI	PP564824	GI.3	7727	3CLpro	3085	3679	+	orf1_relative
GI	PP564824	GI.3	7727	RdRp	4630	5392	+	inferred_from_region_blast
GI	PP584624	GI.3	7461	VP1	5159	6793	+	genbank
GI	PP584624	GI.3	7461	VP2	6793	7440	+	genbank
GI	PP584624	GI.3	7461	ORF1	1	5175	+	genbank
GI	PP584624	GI.3	7461	p48	1	1346	+	orf1_relative
GI	PP584624	GI.3	7461	NTPase	1347	2122	+	orf1_relative
GI	PP584624	GI.3	7461	p22	2123	2536	+	orf1_relative
GI	PP584624	GI.3	7461	VPg	2537	2950	+	orf1_relative
GI	PP584624	GI.3	7461	3CLpro	2951	3519	+	orf1_relative
GI	PP584624	GI.3	7461	RdRp	4395	5157	+	inferred_from_region_blast
GI	PP594195	GI.3	7705	VP1	5321	6958	+	genbank
GI	PP594195	GI.3	7705	VP2	6958	7605	+	genbank
GI	PP594195	GI.3	7705	ORF1	1	5337	+	genbank
GI	PP594195	GI.3	7705	p48	1	1388	+	orf1_relative
GI	PP594195	GI.3	7705	NTPase	1389	2188	+	orf1_relative
GI	PP594195	GI.3	7705	p22	2189	2615	+	orf1_relative
GI	PP594195	GI.3	7705	VPg	2616	3042	+	orf1_relative
GI	PP594195	GI.3	7705	3CLpro	3043	3629	+	orf1_relative
GI	PP594195	GI.3	7705	RdRp	4557	5319	+	inferred_from_region_blast
GI	MN938460	GI.4	7602	VP1	5342	6976	+	genbank
GI	MN938460	GI.4	7602	VP2	6976	7602	+	genbank
GI	MN938460	GI.4	7602	ORF1	1	5358	+	genbank
GI	MN938460	GI.4	7602	p48	1	1393	+	orf1_relative
GI	MN938460	GI.4	7602	NTPase	1394	2197	+	orf1_relative
GI	MN938460	GI.4	7602	p22	2198	2625	+	orf1_relative
GI	MN938460	GI.4	7602	VPg	2626	3054	+	orf1_relative
GI	MN938460	GI.4	7602	3CLpro	3055	3643	+	orf1_relative
GI	MN938460	GI.4	7602	RdRp	4578	5340	+	inferred_from_region_blast
GI	MN938461	GI.4	7602	VP1	5342	6976	+	genbank
GI	MN938461	GI.4	7602	VP2	6976	7602	+	genbank
GI	MN938461	GI.4	7602	ORF1	1	5358	+	genbank
GI	MN938461	GI.4	7602	p48	1	1393	+	orf1_relative
GI	MN938461	GI.4	7602	NTPase	1394	2197	+	orf1_relative
GI	MN938461	GI.4	7602	p22	2198	2625	+	orf1_relative
GI	MN938461	GI.4	7602	VPg	2626	3054	+	orf1_relative
GI	MN938461	GI.4	7602	3CLpro	3055	3643	+	orf1_relative
GI	MN938461	GI.4	7602	RdRp	4578	5340	+	inferred_from_region_blast
GI	OK562729	GI.5	7622	VP1	5268	6899	+	genbank
GI	OK562729	GI.5	7622	VP2	6899	7531	+	genbank
GI	OK562729	GI.5	7622	ORF1	1	5284	+	genbank
GI	OK562729	GI.5	7622	p48	1	1374	+	orf1_relative
GI	OK562729	GI.5	7622	NTPase	1375	2166	+	orf1_relative
GI	OK562729	GI.5	7622	p22	2167	2589	+	orf1_relative
GI	OK562729	GI.5	7622	VPg	2590	3012	+	orf1_relative
GI	OK562729	GI.5	7622	3CLpro	3013	3593	+	orf1_relative
GI	OK562729	GI.5	7622	RdRp	4504	5266	+	inferred_from_region_blast
GI	OP162341	GI.5	7586	VP1	5323	6954	+	genbank
GI	OP162341	GI.5	7586	VP2	6954	7586	+	genbank
GI	OP162341	GI.5	7586	ORF1	1	5339	+	genbank
GI	OP162341	GI.5	7586	p48	1	1388	+	orf1_relative
GI	OP162341	GI.5	7586	NTPase	1389	2189	+	orf1_relative
GI	OP162341	GI.5	7586	p22	2190	2616	+	orf1_relative
GI	OP162341	GI.5	7586	VPg	2617	3043	+	orf1_relative
GI	OP162341	GI.5	7586	3CLpro	3044	3631	+	orf1_relative
GI	OP162341	GI.5	7586	RdRp	4559	5321	+	inferred_from_region_blast
GI	OP669384	GI.5	7708	VP1	5346	6977	+	genbank
GI	OP669384	GI.5	7708	VP2	6977	7609	+	genbank
GI	OP669384	GI.5	7708	ORF1	5	5362	+	genbank
GI	OP669384	GI.5	7708	p48	5	1397	+	orf1_relative
GI	OP669384	GI.5	7708	NTPase	1398	2201	+	orf1_relative
GI	OP669384	GI.5	7708	p22	2202	2629	+	orf1_relative
GI	OP669384	GI.5	7708	VPg	2630	3058	+	orf1_relative
GI	OP669384	GI.5	7708	3CLpro	3059	3647	+	orf1_relative
GI	OP669384	GI.5	7708	RdRp	4582	5344	+	inferred_from_region_blast
GI	OP723153	GI.5	7592	VP1	5268	6899	+	genbank
GI	OP723153	GI.5	7592	VP2	6899	7531	+	genbank
GI	OP723153	GI.5	7592	ORF1	1	5284	+	genbank
GI	OP723153	GI.5	7592	p48	1	1374	+	orf1_relative
GI	OP723153	GI.5	7592	NTPase	1375	2166	+	orf1_relative
GI	OP723153	GI.5	7592	p22	2167	2589	+	orf1_relative
GI	OP723153	GI.5	7592	VPg	2590	3012	+	orf1_relative
GI	OP723153	GI.5	7592	3CLpro	3013	3593	+	orf1_relative
GI	OP723153	GI.5	7592	RdRp	4504	5266	+	inferred_from_region_blast
GI	OP723154	GI.5	7584	VP1	5268	6899	+	genbank
GI	OP723154	GI.5	7584	VP2	6899	7531	+	genbank
GI	OP723154	GI.5	7584	ORF1	1	5284	+	genbank
GI	OP723154	GI.5	7584	p48	1	1374	+	orf1_relative
GI	OP723154	GI.5	7584	NTPase	1375	2166	+	orf1_relative
GI	OP723154	GI.5	7584	p22	2167	2589	+	orf1_relative
GI	OP723154	GI.5	7584	VPg	2590	3012	+	orf1_relative
GI	OP723154	GI.5	7584	3CLpro	3013	3593	+	orf1_relative
GI	OP723154	GI.5	7584	RdRp	4504	5266	+	inferred_from_region_blast
GI	OP723155	GI.5	7616	VP1	5268	6899	+	genbank
GI	OP723155	GI.5	7616	VP2	6899	7531	+	genbank
GI	OP723155	GI.5	7616	ORF1	1	5284	+	genbank
GI	OP723155	GI.5	7616	p48	1	1374	+	orf1_relative
GI	OP723155	GI.5	7616	NTPase	1375	2166	+	orf1_relative
GI	OP723155	GI.5	7616	p22	2167	2589	+	orf1_relative
GI	OP723155	GI.5	7616	VPg	2590	3012	+	orf1_relative
GI	OP723155	GI.5	7616	3CLpro	3013	3593	+	orf1_relative
GI	OP723155	GI.5	7616	RdRp	4504	5266	+	inferred_from_region_blast
GI	OP723156	GI.5	7605	VP1	5268	6899	+	genbank
GI	OP723156	GI.5	7605	VP2	6899	7531	+	genbank
GI	OP723156	GI.5	7605	ORF1	1	5284	+	genbank
GI	OP723156	GI.5	7605	p48	1	1374	+	orf1_relative
GI	OP723156	GI.5	7605	NTPase	1375	2166	+	orf1_relative
GI	OP723156	GI.5	7605	p22	2167	2589	+	orf1_relative
GI	OP723156	GI.5	7605	VPg	2590	3012	+	orf1_relative
GI	OP723156	GI.5	7605	3CLpro	3013	3593	+	orf1_relative
GI	OP723156	GI.5	7605	RdRp	4504	5266	+	inferred_from_region_blast
GI	OR463403	GI.5	7689	VP1	5339	6970	+	genbank
GI	OR463403	GI.5	7689	VP2	6970	7602	+	genbank
GI	OR463403	GI.5	7689	ORF1	1	5355	+	genbank
GI	OR463403	GI.5	7689	p48	1	1392	+	orf1_relative
GI	OR463403	GI.5	7689	NTPase	1393	2196	+	orf1_relative
GI	OR463403	GI.5	7689	p22	2197	2624	+	orf1_relative
GI	OR463403	GI.5	7689	VPg	2625	3052	+	orf1_relative
GI	OR463403	GI.5	7689	3CLpro	3053	3641	+	orf1_relative
GI	OR463403	GI.5	7689	RdRp	4575	5337	+	inferred_from_region_blast
GI	OR463404	GI.5	7689	VP1	5339	6970	+	genbank
GI	OR463404	GI.5	7689	VP2	6970	7602	+	genbank
GI	OR463404	GI.5	7689	ORF1	1	5355	+	genbank
GI	OR463404	GI.5	7689	p48	1	1392	+	orf1_relative
GI	OR463404	GI.5	7689	NTPase	1393	2196	+	orf1_relative
GI	OR463404	GI.5	7689	p22	2197	2624	+	orf1_relative
GI	OR463404	GI.5	7689	VPg	2625	3052	+	orf1_relative
GI	OR463404	GI.5	7689	3CLpro	3053	3641	+	orf1_relative
GI	OR463404	GI.5	7689	RdRp	4575	5337	+	inferred_from_region_blast
GI	OR685281	GI.5	7602	VP1	5339	6970	+	genbank
GI	OR685281	GI.5	7602	VP2	6970	7602	+	genbank
GI	OR685281	GI.5	7602	ORF1	1	5355	+	genbank
GI	OR685281	GI.5	7602	p48	1	1392	+	orf1_relative
